0.0253525 -3.12588
0.0410204 -3.35091
0.0388848 -3.6097
0.0410204 -3.68847
0.0410204 -3.81786
0.041462 -3.83474
0.0746569 -3.77848
0.123405 -3.80661
0.203985 -3.45218
0.231913 -3.28903
0.260861 -3.30028
0.260861 -3.26653
0.260861 -3.14276
0.255341 -3.12588
0.563344 -2.39451
0.640475 -2.87271
0.563344 -3.38467
0.64736 -3.32278
0.64736 -3.50281
0.64736 -3.52532
1.28339 -2.73769
1.33948 -2.8052
1.6065 -2.62518
1.64123 -2.67581
1.6065 -2.7602
4.02961 -2.22011
7.25573 -2.50141
10.2162 -2.55204
10 -2.57454
10.2162 -2.78833
