1 1
0.0256254 0.000750205
0.0388848 0.00104287
0.0405845 0.000834565
0.0405845 0.00140822
0.0730769 0.00111607
0.120793 0.00272132
0.203985 0.00638337
0.231913 0.00562795
0.258086 0.00294063
0.252625 0.00412772
0.258086 0.0081328
0.258086 0.0289354
0.563344 0.00805434
0.654318 0.00657158
0.640475 0.00752627
0.633662 0.0126996
0.640475 0.0134595
0.563344 0.0149734
1.28339 0.0146859
1.36843 0.0224921
1.6065 0.0233808
1.6065 0.0265192
1.62378 0.041011
4.02961 0.0402244
7.33373 0.0257597
10.1074 0.0312673
10.1074 0.0196395
10.3259 0.0200235
